activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Determined,18436709,[],CHEMBL4156362,Inhibition of urease in Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1cccc(Cl)c1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,,CHEMBL4177391,,CHEMBL4177391,,0,,3059875,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,18436710,[],CHEMBL4156362,Inhibition of urease in Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1cc(F)cc(F)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,,CHEMBL4169528,,CHEMBL4169528,,0,,3059876,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,18436711,[],CHEMBL4156362,Inhibition of urease in Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCN1CCCc2ccccc21)NO,,,CHEMBL4152330,Eur J Med Chem,2018,,CHEMBL4169118,,CHEMBL4169118,,0,,3059877,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,18436712,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccc(F)cc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '27.86', 'le': '0.54', 'lle': '4.39', 'sei': '8.36'}",CHEMBL4165823,,CHEMBL4165823,5.13,0,http://www.openphacts.org/units/Nanomolar,3059837,=,1,1,=,,IC50,nM,,7410.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,7.41
,18436713,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,Cc1cc(C)cc(NCC(=O)NO)c1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '29.21', 'le': '0.55', 'lle': '4.45', 'sei': '9.25'}",CHEMBL4176109,,CHEMBL4176109,5.67,0,http://www.openphacts.org/units/Nanomolar,3059838,=,1,1,=,,IC50,nM,,2120.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2.12
,18436714,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccccc1NCC(=O)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4152330,Eur J Med Chem,2018,,CHEMBL4163886,,CHEMBL4163886,,0,http://www.openphacts.org/units/Nanomolar,3059839,=,1,1,=,,IC50,nM,,152000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,152.0
,18436715,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1cccc(NCC(=O)NO)c1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '23.76', 'le': '0.45', 'lle': '4.05', 'sei': '6.60'}",CHEMBL4161538,,CHEMBL4161538,4.66,0,http://www.openphacts.org/units/Nanomolar,3059840,=,1,1,=,,IC50,nM,,21810.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,21.81
,18436716,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1cc(NCC(=O)NO)cc(OC)c1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '24.94', 'le': '0.48', 'lle': '5.02', 'sei': '7.07'}",CHEMBL4163847,,CHEMBL4163847,5.64,0,http://www.openphacts.org/units/Nanomolar,3059841,=,1,1,=,,IC50,nM,,2280.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2.28
,18436717,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cccc(Cl)c1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '20.55', 'le': '0.47', 'lle': '2.92', 'sei': '7.87'}",CHEMBL4171725,,CHEMBL4171725,4.83,0,http://www.openphacts.org/units/Nanomolar,3059842,=,1,1,=,,IC50,nM,,14800.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,14.8
,18436718,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccc(Cl)cc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '17.78', 'le': '0.41', 'lle': '2.27', 'sei': '6.81'}",CHEMBL4166733,,CHEMBL4166733,4.18,0,http://www.openphacts.org/units/Nanomolar,3059843,=,1,1,=,,IC50,nM,,66100.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,66.1
,18436719,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccc(Cl)c(Cl)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '26.03', 'le': '0.60', 'lle': '4.21', 'sei': '9.97'}",CHEMBL4177368,,CHEMBL4177368,6.12,0,http://www.openphacts.org/units/Nanomolar,3059844,=,1,1,=,,IC50,nM,,760.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.76
,18436720,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cccc(Cl)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '29.60', 'le': '0.62', 'lle': '4.68', 'sei': '9.68'}",CHEMBL4170147,,CHEMBL4170147,5.94,0,http://www.openphacts.org/units/Nanomolar,3059845,=,1,1,=,,IC50,nM,,1150.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.15
,18436721,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccc(Cl)cc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '27.95', 'le': '0.59', 'lle': '4.35', 'sei': '9.14'}",CHEMBL4162234,,CHEMBL4162234,5.61,0,http://www.openphacts.org/units/Nanomolar,3059846,=,1,1,=,,IC50,nM,,2470.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2.47
,18436722,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cccc(Br)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '24.75', 'le': '0.64', 'lle': '4.70', 'sei': '9.89'}",CHEMBL4173599,,CHEMBL4173599,6.07,0,http://www.openphacts.org/units/Nanomolar,3059847,=,1,1,=,,IC50,nM,,860.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.86
,18436723,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccc(Br)cc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '23.24', 'le': '0.60', 'lle': '4.33', 'sei': '9.28'}",CHEMBL4165682,,CHEMBL4165682,5.70,0,http://www.openphacts.org/units/Nanomolar,3059848,=,1,1,=,,IC50,nM,,2010.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2.01
,18436724,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cc(Cl)cc(Cl)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '29.29', 'le': '0.67', 'lle': '4.98', 'sei': '11.22'}",CHEMBL4176964,,CHEMBL4176964,6.89,0,http://www.openphacts.org/units/Nanomolar,3059849,=,1,1,=,,IC50,nM,,130.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.13
,18436725,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cccc([N+](=O)[O-])c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '24.08', 'le': '0.46', 'lle': '4.58', 'sei': '4.87'}",CHEMBL4169105,,CHEMBL4169105,5.09,0,http://www.openphacts.org/units/Nanomolar,3059850,=,1,1,=,,IC50,nM,,8210.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,8.21
,18436726,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cc(Cl)ccc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '24.61', 'le': '0.56', 'lle': '3.88', 'sei': '9.43'}",CHEMBL4161835,,CHEMBL4161835,5.79,0,http://www.openphacts.org/units/Nanomolar,3059851,=,1,1,=,,IC50,nM,,1640.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.64
,18436727,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccccc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '32.08', 'le': '0.61', 'lle': '4.73', 'sei': '8.69'}",CHEMBL4172484,,CHEMBL4172484,5.33,0,http://www.openphacts.org/units/Nanomolar,3059852,=,1,1,=,,IC50,nM,,4670.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4.67
,18436728,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1c(Cl)cccc1Cl)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4152330,Eur J Med Chem,2018,,CHEMBL4172409,,CHEMBL4172409,,0,http://www.openphacts.org/units/Nanomolar,3059853,=,1,1,=,,IC50,nM,,191000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,191.0
,18436729,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1cc(F)cc(F)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '26.18', 'le': '0.52', 'lle': '4.41', 'sei': '8.62'}",CHEMBL4164528,,CHEMBL4164528,5.29,0,http://www.openphacts.org/units/Nanomolar,3059854,=,1,1,=,,IC50,nM,,5110.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,5.11
,18436730,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,Cc1ccc(NCC(=O)NO)cc1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '30.01', 'le': '0.57', 'lle': '4.50', 'sei': '8.81'}",CHEMBL4175821,,CHEMBL4175821,5.41,0,http://www.openphacts.org/units/Nanomolar,3059855,=,1,1,=,,IC50,nM,,3910.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,3.91
,18436731,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(NCC(=O)NO)cc1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '21.18', 'le': '0.41', 'lle': '3.55', 'sei': '5.89'}",CHEMBL4167961,,CHEMBL4167961,4.16,0,http://www.openphacts.org/units/Nanomolar,3059856,=,1,1,=,,IC50,nM,,69800.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,69.8
,18436732,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccccc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '21.08', 'le': '0.44', 'lle': '2.97', 'sei': '6.89'}",CHEMBL4160701,,CHEMBL4160701,4.23,0,http://www.openphacts.org/units/Nanomolar,3059857,=,1,1,=,,IC50,nM,,58900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,58.9
,18436733,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CNc1ccccc1Br)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '20.03', 'le': '0.52', 'lle': '3.54', 'sei': '8.00'}",CHEMBL4171297,,CHEMBL4171297,4.91,0,http://www.openphacts.org/units/Nanomolar,3059858,=,1,1,=,,IC50,nM,,12300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,12.3
,18436734,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CN1CCCc2ccccc21)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '20.11', 'le': '0.38', 'lle': '3.21', 'sei': '7.89'}",CHEMBL4164106,,CHEMBL4164106,4.15,0,http://www.openphacts.org/units/Nanomolar,3059859,=,1,1,=,,IC50,nM,,71100.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,71.1
,18436735,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(=O)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '60.67', 'le': '1.24', 'lle': '5.04', 'sei': '9.23'}",CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,4.55,1,http://www.openphacts.org/units/Nanomolar,3059860,=,1,1,=,,IC50,nM,,27900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,27.9
,18436736,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1cc(Cl)cc(Cl)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '29.57', 'le': '0.67', 'lle': '5.07', 'sei': '12.01'}",CHEMBL4167553,,CHEMBL4167553,7.37,0,http://www.openphacts.org/units/Nanomolar,3059861,=,1,1,=,,IC50,nM,,43.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.043
,18436737,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccccc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '32.82', 'le': '0.62', 'lle': '4.92', 'sei': '9.64'}",CHEMBL4159630,,CHEMBL4159630,5.91,0,http://www.openphacts.org/units/Nanomolar,3059862,=,1,1,=,,IC50,nM,,1220.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.22
,18436738,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccccc1NCCC(=O)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '27.52', 'le': '0.53', 'lle': '4.79', 'sei': '8.20'}",CHEMBL4173629,,CHEMBL4173629,5.79,0,http://www.openphacts.org/units/Nanomolar,3059863,=,1,1,=,,IC50,nM,,1640.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.64
,18436739,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccccc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '33.82', 'le': '0.71', 'lle': '5.61', 'sei': '11.83'}",CHEMBL4162915,,CHEMBL4162915,7.26,0,http://www.openphacts.org/units/Nanomolar,3059864,=,1,1,=,,IC50,nM,,55.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.055
,18436740,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccc(F)cc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '34.03', 'le': '0.66', 'lle': '5.61', 'sei': '10.99'}",CHEMBL4170188,,CHEMBL4170188,6.75,0,http://www.openphacts.org/units/Nanomolar,3059865,=,1,1,=,,IC50,nM,,180.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.18
,18436741,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccccc1Br)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '26.58', 'le': '0.67', 'lle': '5.13', 'sei': '11.22'}",CHEMBL4159556,,CHEMBL4159556,6.89,0,http://www.openphacts.org/units/Nanomolar,3059866,=,1,1,=,,IC50,nM,,130.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.13
,18436742,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,Cc1cc(C)cc(NCCC(=O)NO)c1,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '26.57', 'le': '0.50', 'lle': '3.92', 'sei': '9.02'}",CHEMBL4161873,,CHEMBL4161873,5.53,0,http://www.openphacts.org/units/Nanomolar,3059867,=,1,1,=,,IC50,nM,,2930.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2.93
,18436743,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1cc(Cl)ccc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '25.48', 'le': '0.58', 'lle': '4.05', 'sei': '10.34'}",CHEMBL4169795,,CHEMBL4169795,6.35,0,http://www.openphacts.org/units/Nanomolar,3059868,=,1,1,=,,IC50,nM,,450.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.45
,18436744,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccc(Cl)c(Cl)c1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '24.68', 'le': '0.56', 'lle': '3.85', 'sei': '10.02'}",CHEMBL4176993,,CHEMBL4176993,6.15,0,http://www.openphacts.org/units/Nanomolar,3059869,=,1,1,=,,IC50,nM,,710.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.71
,18436745,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1c(Cl)cccc1Cl)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '18.47', 'le': '0.42', 'lle': '2.30', 'sei': '7.50'}",CHEMBL4166373,,CHEMBL4166373,4.60,0,http://www.openphacts.org/units/Nanomolar,3059870,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,25.0
,18436746,[],CHEMBL4156363,Inhibition of Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production preincubated for 1.5 hrs under cell free condition by indophenol method,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(CCNc1ccc([N+](=O)[O-])cc1)NO,,,CHEMBL4152330,Eur J Med Chem,2018,"{'bei': '26.24', 'le': '0.50', 'lle': '5.01', 'sei': '5.66'}",CHEMBL4168720,,CHEMBL4168720,5.91,0,http://www.openphacts.org/units/Nanomolar,3059871,=,1,1,=,,IC50,nM,,1230.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.23
